Wavelength	Transit Depth
(meters)	(percent)
3.670928e-07	1.606317e-04
3.674594e-07	1.603715e-04
3.678263e-07	1.601118e-04
3.681936e-07	1.598522e-04
3.685613e-07	1.595929e-04
3.689293e-07	1.593339e-04
3.692977e-07	1.590751e-04
3.696664e-07	1.588166e-04
3.700356e-07	1.585583e-04
3.704051e-07	1.583002e-04
3.707749e-07	1.580425e-04
3.711452e-07	1.577850e-04
3.715158e-07	1.575278e-04
3.718867e-07	1.572711e-04
3.722581e-07	1.570142e-04
3.726298e-07	1.567576e-04
3.730019e-07	1.565014e-04
3.733743e-07	1.562455e-04
3.737472e-07	1.559897e-04
3.741204e-07	1.557345e-04
3.744939e-07	1.554793e-04
3.748679e-07	1.552253e-04
3.752422e-07	1.549695e-04
3.756169e-07	1.547153e-04
3.759920e-07	1.544610e-04
3.763674e-07	1.542072e-04
3.767432e-07	1.539538e-04
3.771194e-07	1.537024e-04
3.774960e-07	1.534471e-04
3.778729e-07	1.531943e-04
3.782502e-07	1.529419e-04
3.786279e-07	1.526895e-04
3.790060e-07	1.524375e-04
3.793845e-07	1.521856e-04
3.797633e-07	1.519345e-04
3.801425e-07	1.516830e-04
3.805221e-07	1.514321e-04
3.809020e-07	1.511814e-04
3.812824e-07	1.509309e-04
3.816631e-07	1.506812e-04
3.820442e-07	1.504316e-04
3.824257e-07	1.501813e-04
3.828076e-07	1.499319e-04
3.831898e-07	1.496828e-04
3.835724e-07	1.494341e-04
3.839555e-07	1.491854e-04
3.843389e-07	1.489372e-04
3.847226e-07	1.486893e-04
3.851068e-07	1.484415e-04
3.854913e-07	1.481940e-04
3.858763e-07	1.479468e-04
3.862616e-07	1.476999e-04
3.866473e-07	1.474533e-04
3.870333e-07	1.472070e-04
3.874198e-07	1.469609e-04
3.878067e-07	1.467151e-04
3.881939e-07	1.464696e-04
3.885815e-07	1.462249e-04
3.889695e-07	1.459795e-04
3.893579e-07	1.457347e-04
3.897467e-07	1.454904e-04
3.901359e-07	1.452462e-04
3.905255e-07	1.450025e-04
3.909154e-07	1.447591e-04
3.913058e-07	1.445154e-04
3.916965e-07	1.442729e-04
3.920876e-07	1.440297e-04
3.924791e-07	1.437876e-04
3.928711e-07	1.435455e-04
3.932633e-07	1.433033e-04
3.936560e-07	1.430622e-04
3.940491e-07	1.428213e-04
3.944426e-07	1.425793e-04
3.948365e-07	1.423389e-04
3.952307e-07	1.421007e-04
3.956254e-07	1.418588e-04
3.960204e-07	1.416210e-04
3.964159e-07	1.413782e-04
3.968117e-07	1.411389e-04
3.972079e-07	1.409004e-04
3.976045e-07	1.406612e-04
3.980016e-07	1.404228e-04
3.983990e-07	1.401849e-04
3.987968e-07	1.399466e-04
3.991950e-07	1.397092e-04
3.995936e-07	1.394717e-04
3.999926e-07	1.392348e-04
4.003920e-07	1.389988e-04
4.007919e-07	1.387616e-04
4.011921e-07	1.385256e-04
4.015927e-07	1.382896e-04
4.019937e-07	1.380544e-04
4.023951e-07	1.378199e-04
4.027969e-07	1.375839e-04
4.031991e-07	1.373491e-04
4.036017e-07	1.371149e-04
4.040047e-07	1.368807e-04
4.044081e-07	1.366470e-04
4.048119e-07	1.364151e-04
4.052162e-07	1.361803e-04
4.056208e-07	1.359476e-04
4.060258e-07	1.357152e-04
4.064312e-07	1.354838e-04
4.068371e-07	1.352509e-04
4.072433e-07	1.350192e-04
4.076500e-07	1.347877e-04
4.080570e-07	1.345567e-04
4.084645e-07	1.343257e-04
4.088723e-07	1.340954e-04
4.092806e-07	1.338651e-04
4.096893e-07	1.336353e-04
4.100984e-07	1.334058e-04
4.105079e-07	1.331771e-04
4.109178e-07	1.329477e-04
4.113281e-07	1.327192e-04
4.117388e-07	1.324908e-04
4.121500e-07	1.322662e-04
4.125615e-07	1.320360e-04
4.129735e-07	1.318077e-04
4.133859e-07	1.315805e-04
4.137986e-07	1.313547e-04
4.142118e-07	1.311277e-04
4.146254e-07	1.309087e-04
4.150395e-07	1.306757e-04
4.154539e-07	1.304533e-04
4.158687e-07	1.302290e-04
4.162840e-07	1.299995e-04
4.166997e-07	1.297758e-04
4.171158e-07	1.295506e-04
4.175323e-07	1.293268e-04
4.179492e-07	1.291036e-04
4.183665e-07	1.288802e-04
4.187843e-07	1.286576e-04
4.192024e-07	1.284346e-04
4.196210e-07	1.282124e-04
4.200400e-07	1.279901e-04
4.204595e-07	1.277683e-04
4.208793e-07	1.275479e-04
4.212996e-07	1.273254e-04
4.217203e-07	1.271109e-04
4.221414e-07	1.268858e-04
4.225629e-07	1.266638e-04
4.229848e-07	1.264986e-04
4.234072e-07	1.262261e-04
4.238300e-07	1.260130e-04
4.242532e-07	1.257886e-04
4.246768e-07	1.255679e-04
4.251009e-07	1.253500e-04
4.255254e-07	1.251366e-04
4.259503e-07	1.249144e-04
4.263756e-07	1.246975e-04
4.268013e-07	1.244801e-04
4.272275e-07	1.242643e-04
4.276541e-07	1.240486e-04
4.280812e-07	1.238323e-04
4.285086e-07	1.236156e-04
4.289365e-07	1.234039e-04
4.293648e-07	1.231864e-04
4.297935e-07	1.229726e-04
4.302227e-07	1.227569e-04
4.306523e-07	1.225426e-04
4.310823e-07	1.223290e-04
4.315128e-07	1.221156e-04
4.319436e-07	1.219027e-04
4.323750e-07	1.216902e-04
4.328067e-07	1.214778e-04
4.332389e-07	1.212672e-04
4.336715e-07	1.210543e-04
4.341045e-07	1.208431e-04
4.345380e-07	1.206325e-04
4.349719e-07	1.204237e-04
4.354062e-07	1.202113e-04
4.358410e-07	1.200015e-04
4.362762e-07	1.197918e-04
4.367118e-07	1.195828e-04
4.371479e-07	1.193923e-04
4.375844e-07	1.191651e-04
4.380214e-07	1.189569e-04
4.384587e-07	1.187491e-04
4.388966e-07	1.185413e-04
4.393348e-07	1.183343e-04
4.397735e-07	1.181316e-04
4.402126e-07	1.179224e-04
4.406522e-07	1.177206e-04
4.410922e-07	1.175115e-04
4.415327e-07	1.173077e-04
4.419735e-07	1.171019e-04
4.424149e-07	1.168960e-04
4.428566e-07	1.167034e-04
4.432988e-07	1.164861e-04
4.437415e-07	1.162822e-04
4.441846e-07	1.160806e-04
4.446281e-07	1.158754e-04
4.450721e-07	1.156725e-04
4.455165e-07	1.154685e-04
4.459614e-07	1.152680e-04
4.464067e-07	1.150649e-04
4.468525e-07	1.148627e-04
4.472987e-07	1.146676e-04
4.477453e-07	1.144613e-04
4.481924e-07	1.142607e-04
4.486399e-07	1.140637e-04
4.490879e-07	1.138617e-04
4.495363e-07	1.136615e-04
4.499852e-07	1.134633e-04
4.504345e-07	1.132643e-04
4.508843e-07	1.130659e-04
4.513345e-07	1.128683e-04
4.517852e-07	1.126710e-04
4.522363e-07	1.124733e-04
4.526879e-07	1.122774e-04
4.531399e-07	1.120809e-04
4.535924e-07	1.118840e-04
4.540453e-07	1.116898e-04
4.544987e-07	1.114928e-04
4.549526e-07	1.112996e-04
4.554068e-07	1.111041e-04
4.558616e-07	1.109313e-04
4.563168e-07	1.107148e-04
4.567724e-07	1.105213e-04
4.572285e-07	1.103299e-04
4.576851e-07	1.101352e-04
4.581421e-07	1.099450e-04
4.585996e-07	1.097511e-04
4.590575e-07	1.095596e-04
4.595159e-07	1.093760e-04
4.599747e-07	1.091771e-04
4.604340e-07	1.089866e-04
4.608938e-07	1.087954e-04
4.613540e-07	1.086038e-04
4.618147e-07	1.084139e-04
4.622758e-07	1.082244e-04
4.627374e-07	1.080352e-04
4.631995e-07	1.078511e-04
4.636620e-07	1.076582e-04
4.641250e-07	1.074704e-04
4.645885e-07	1.072836e-04
4.650524e-07	1.070957e-04
4.655167e-07	1.069169e-04
4.659816e-07	1.067224e-04
4.664469e-07	1.065364e-04
4.669126e-07	1.063535e-04
4.673789e-07	1.061656e-04
4.678456e-07	1.059952e-04
4.683127e-07	1.057963e-04
4.687803e-07	1.056608e-04
4.692484e-07	1.054290e-04
4.697170e-07	1.052545e-04
4.701860e-07	1.050693e-04
4.706555e-07	1.048780e-04
4.711255e-07	1.052742e-04
4.715959e-07	1.045168e-04
4.720668e-07	1.043315e-04
4.725382e-07	1.041620e-04
4.730101e-07	1.039714e-04
4.734824e-07	1.037878e-04
4.739552e-07	1.036149e-04
4.744284e-07	1.034314e-04
4.749022e-07	1.032499e-04
4.753764e-07	1.030715e-04
4.758511e-07	1.028904e-04
4.763262e-07	1.027168e-04
4.768018e-07	1.025346e-04
4.772779e-07	1.023577e-04
4.777545e-07	1.021801e-04
4.782316e-07	1.020033e-04
4.787091e-07	1.018256e-04
4.791871e-07	1.016507e-04
4.796656e-07	1.014783e-04
4.801446e-07	1.012994e-04
4.806240e-07	1.011270e-04
4.811039e-07	1.009546e-04
4.815843e-07	1.007763e-04
4.820652e-07	1.006118e-04
4.825466e-07	1.004316e-04
4.830284e-07	1.002606e-04
4.835107e-07	1.000840e-04
4.839935e-07	9.992945e-05
4.844768e-07	9.983879e-05
4.849606e-07	9.964477e-05
4.854448e-07	9.941905e-05
4.859296e-07	9.931452e-05
4.864148e-07	9.906609e-05
4.869005e-07	9.889749e-05
4.873867e-07	9.871639e-05
4.878734e-07	9.931012e-05
4.883605e-07	9.836980e-05
4.888482e-07	9.824771e-05
4.893363e-07	9.815595e-05
4.898249e-07	9.857392e-05
4.903140e-07	9.770482e-05
4.908036e-07	9.754154e-05
4.912937e-07	9.736235e-05
4.917843e-07	9.719687e-05
4.922754e-07	9.702592e-05
4.927669e-07	9.686025e-05
4.932590e-07	9.669346e-05
4.937515e-07	9.652971e-05
4.942445e-07	9.636959e-05
4.947380e-07	9.619915e-05
4.952321e-07	9.603556e-05
4.957266e-07	9.587976e-05
4.962216e-07	9.571018e-05
4.967171e-07	9.554628e-05
4.972131e-07	9.538229e-05
4.977095e-07	9.521884e-05
4.982065e-07	9.505798e-05
4.987040e-07	9.489573e-05
4.992020e-07	9.474549e-05
4.997004e-07	9.457422e-05
5.001994e-07	9.441428e-05
5.006989e-07	9.426635e-05
5.011988e-07	9.409361e-05
5.016993e-07	9.393519e-05
5.022003e-07	9.378689e-05
5.027017e-07	9.362236e-05
5.032037e-07	9.346990e-05
5.037062e-07	9.332541e-05
5.042091e-07	9.315129e-05
5.047126e-07	9.305212e-05
5.052166e-07	9.283239e-05
5.057211e-07	9.269229e-05
5.062261e-07	9.253608e-05
5.067315e-07	9.236798e-05
5.072375e-07	9.226471e-05
5.077440e-07	9.206539e-05
5.082510e-07	9.193885e-05
5.087585e-07	9.204535e-05
5.092665e-07	9.160590e-05
5.097751e-07	9.144797e-05
5.102841e-07	9.129558e-05
5.107936e-07	9.128426e-05
5.113037e-07	9.098242e-05
5.118142e-07	9.088503e-05
5.123253e-07	9.069205e-05
5.128369e-07	9.059126e-05
5.133490e-07	9.040526e-05
5.138616e-07	9.028499e-05
5.143747e-07	9.007376e-05
5.148883e-07	8.991655e-05
5.154024e-07	8.977991e-05
5.159171e-07	8.961849e-05
5.164322e-07	8.947074e-05
5.169479e-07	8.932303e-05
5.174641e-07	8.917279e-05
5.179808e-07	8.902575e-05
5.184980e-07	8.887771e-05
5.190158e-07	8.873143e-05
5.195340e-07	8.858606e-05
5.200528e-07	8.843895e-05
5.205721e-07	8.829381e-05
5.210919e-07	8.814905e-05
5.216122e-07	8.800763e-05
5.221331e-07	8.785888e-05
5.226545e-07	8.771865e-05
5.231763e-07	8.757205e-05
5.236988e-07	8.742639e-05
5.242217e-07	8.833661e-05
5.247451e-07	8.714233e-05
5.252691e-07	8.699622e-05
5.257936e-07	8.685995e-05
5.263187e-07	8.672068e-05
5.268442e-07	8.657449e-05
5.273703e-07	8.643375e-05
5.278969e-07	8.634729e-05
5.284240e-07	8.614672e-05
5.289516e-07	8.600927e-05
5.294798e-07	8.588374e-05
5.300085e-07	8.575183e-05
5.305378e-07	8.564674e-05
5.310675e-07	8.546027e-05
5.315978e-07	8.531561e-05
5.321286e-07	8.517759e-05
5.326600e-07	8.504596e-05
5.331919e-07	8.490476e-05
5.337243e-07	8.476656e-05
5.342572e-07	8.466886e-05
5.347907e-07	8.449552e-05
5.353247e-07	8.436241e-05
5.358592e-07	8.423102e-05
5.363943e-07	8.409861e-05
5.369299e-07	8.396956e-05
5.374661e-07	8.384113e-05
5.380028e-07	8.371377e-05
5.385400e-07	8.357905e-05
5.390777e-07	8.354232e-05
5.396160e-07	8.389517e-05
5.401548e-07	8.321519e-05
5.406942e-07	8.317314e-05
5.412341e-07	8.300889e-05
5.417745e-07	8.296448e-05
5.423155e-07	8.273137e-05
5.428571e-07	8.261421e-05
5.433991e-07	8.251244e-05
5.439417e-07	8.387593e-05
5.444849e-07	8.226066e-05
5.450286e-07	8.212863e-05
5.455728e-07	8.187803e-05
5.461176e-07	8.177254e-05
5.466629e-07	8.169082e-05
5.472087e-07	8.150068e-05
5.477552e-07	8.134112e-05
5.483021e-07	8.129663e-05
5.488496e-07	8.107039e-05
5.493977e-07	8.095201e-05
5.499462e-07	8.092857e-05
5.504954e-07	8.069802e-05
5.510451e-07	8.056100e-05
5.515953e-07	8.046245e-05
5.521461e-07	8.031330e-05
5.526974e-07	8.018905e-05
5.532493e-07	8.006577e-05
5.538018e-07	8.006743e-05
5.543548e-07	7.983225e-05
5.549083e-07	7.969684e-05
5.554624e-07	7.961467e-05
5.560171e-07	7.944969e-05
5.565723e-07	7.936832e-05
5.571280e-07	7.920358e-05
5.576843e-07	7.909410e-05
5.582412e-07	7.895955e-05
5.587986e-07	7.884653e-05
5.593566e-07	7.871826e-05
5.599151e-07	7.859751e-05
5.604742e-07	7.849852e-05
5.610339e-07	7.837437e-05
5.615941e-07	7.823868e-05
5.621549e-07	7.812850e-05
5.627162e-07	7.800526e-05
5.632781e-07	7.788546e-05
5.638406e-07	7.776376e-05
5.644036e-07	7.765395e-05
5.649671e-07	7.752680e-05
5.655313e-07	7.750831e-05
5.660960e-07	7.730041e-05
5.666613e-07	7.718851e-05
5.672271e-07	7.707091e-05
5.677935e-07	7.702000e-05
5.683605e-07	7.696438e-05
5.689280e-07	7.680170e-05
5.694961e-07	7.663896e-05
5.700647e-07	7.652776e-05
5.706340e-07	7.638800e-05
5.712038e-07	7.627622e-05
5.717741e-07	7.623014e-05
5.723451e-07	7.623021e-05
5.729166e-07	7.594000e-05
5.734887e-07	7.587524e-05
5.740613e-07	7.573172e-05
5.746345e-07	7.566883e-05
5.752083e-07	7.558631e-05
5.757827e-07	7.541837e-05
5.763576e-07	7.531465e-05
5.769332e-07	7.520224e-05
5.775092e-07	7.507197e-05
5.780859e-07	7.559358e-05
5.786631e-07	7.483764e-05
5.792410e-07	7.476500e-05
5.798194e-07	7.463613e-05
5.803983e-07	7.458458e-05
5.809779e-07	7.438116e-05
5.815580e-07	7.474205e-05
5.821387e-07	7.415981e-05
5.827200e-07	7.406725e-05
5.833019e-07	7.396181e-05
5.838843e-07	7.386414e-05
5.844673e-07	7.374222e-05
5.850510e-07	7.363994e-05
5.856351e-07	7.362004e-05
5.862199e-07	7.345398e-05
5.868053e-07	7.340050e-05
5.873912e-07	7.324928e-05
5.879778e-07	7.311583e-05
5.885649e-07	7.313501e-05
5.891526e-07	7.564724e-05
5.897409e-07	7.284762e-05
5.903298e-07	7.373032e-05
5.909192e-07	7.264044e-05
5.915093e-07	7.251437e-05
5.920999e-07	7.319711e-05
5.926912e-07	7.252123e-05
5.932830e-07	7.238636e-05
5.938754e-07	7.210217e-05
5.944684e-07	7.199555e-05
5.950620e-07	7.211950e-05
5.956562e-07	7.182471e-05
5.962510e-07	7.174963e-05
5.968464e-07	8.023227e-05
5.974423e-07	7.171803e-05
5.980389e-07	7.146620e-05
5.986361e-07	7.140003e-05
5.992338e-07	7.167716e-05
5.998322e-07	7.116829e-05
6.004311e-07	7.921292e-05
6.010307e-07	7.092189e-05
6.016308e-07	7.080343e-05
6.022316e-07	7.071958e-05
6.028329e-07	7.060758e-05
6.034349e-07	7.050110e-05
6.040374e-07	7.046442e-05
6.046406e-07	7.069593e-05
6.052444e-07	7.021402e-05
6.058487e-07	7.023189e-05
6.064537e-07	7.002948e-05
6.070592e-07	6.993148e-05
6.076654e-07	6.984275e-05
6.082722e-07	6.975077e-05
6.088796e-07	6.967922e-05
6.094876e-07	6.956545e-05
6.100962e-07	6.947246e-05
6.107054e-07	6.939342e-05
6.113152e-07	6.930392e-05
6.119256e-07	6.922774e-05
6.125366e-07	6.916713e-05
6.131483e-07	6.911113e-05
6.137605e-07	6.926509e-05
6.143734e-07	6.903904e-05
6.149869e-07	6.895569e-05
6.156009e-07	6.888711e-05
6.162156e-07	6.882089e-05
6.168310e-07	6.881437e-05
6.174469e-07	6.873875e-05
6.180634e-07	6.877648e-05
6.186806e-07	6.878521e-05
6.192984e-07	6.985902e-05
6.199168e-07	6.865368e-05
6.205358e-07	6.860181e-05
6.211554e-07	6.856601e-05
6.217756e-07	6.813729e-05
6.223965e-07	6.801057e-05
6.230180e-07	6.796439e-05
6.236401e-07	6.772004e-05
6.242628e-07	6.752918e-05
6.248862e-07	6.741094e-05
6.255101e-07	6.729410e-05
6.261347e-07	6.719209e-05
6.267600e-07	6.709652e-05
6.273858e-07	6.707015e-05
6.280123e-07	6.697448e-05
6.286394e-07	6.687464e-05
6.292671e-07	6.678107e-05
6.298954e-07	6.683004e-05
6.305244e-07	6.658780e-05
6.311540e-07	6.643577e-05
6.317842e-07	6.644925e-05
6.324151e-07	6.705416e-05
6.330466e-07	6.968364e-05
6.336787e-07	6.617250e-05
6.343115e-07	6.609266e-05
6.349448e-07	6.595262e-05
6.355789e-07	6.589625e-05
6.362135e-07	6.580542e-05
6.368488e-07	6.577201e-05
6.374847e-07	6.589162e-05
6.381213e-07	6.556598e-05
6.387584e-07	6.596261e-05
6.393963e-07	6.538891e-05
6.400347e-07	6.558207e-05
6.406738e-07	6.546808e-05
6.413136e-07	6.600720e-05
6.419539e-07	6.514637e-05
6.425950e-07	6.501142e-05
6.432366e-07	6.499514e-05
6.438789e-07	6.485379e-05
6.445218e-07	6.491117e-05
6.451654e-07	6.481480e-05
6.458096e-07	6.461658e-05
6.464545e-07	6.457000e-05
6.471000e-07	6.471113e-05
6.477462e-07	6.518405e-05
6.483930e-07	6.430470e-05
6.490404e-07	6.423206e-05
6.496885e-07	6.422815e-05
6.503372e-07	6.439147e-05
6.509866e-07	6.401388e-05
6.516367e-07	6.427135e-05
6.522873e-07	6.387616e-05
6.529387e-07	6.523156e-05
6.535907e-07	6.463445e-05
6.542433e-07	6.367895e-05
6.548966e-07	6.361708e-05
6.555505e-07	6.370905e-05
6.562051e-07	6.352579e-05
6.568604e-07	6.354355e-05
6.575163e-07	6.341183e-05
6.581728e-07	6.327585e-05
6.588300e-07	1.025625e-04
6.594879e-07	7.134875e-05
6.601464e-07	6.330651e-05
6.608056e-07	6.292556e-05
6.614654e-07	6.288829e-05
6.621259e-07	6.282097e-05
6.627871e-07	7.565746e-05
6.634489e-07	6.392758e-05
6.641114e-07	6.261486e-05
6.647745e-07	6.258795e-05
6.654383e-07	6.254624e-05
6.661028e-07	6.243109e-05
6.667679e-07	6.243511e-05
6.674337e-07	6.272584e-05
6.681002e-07	6.226925e-05
6.687673e-07	6.215298e-05
6.694351e-07	6.205487e-05
6.701035e-07	6.203789e-05
6.707727e-07	6.188415e-05
6.714424e-07	6.181027e-05
6.721129e-07	6.171987e-05
6.727840e-07	6.167986e-05
6.734558e-07	6.163786e-05
6.741283e-07	6.148003e-05
6.748015e-07	6.143243e-05
6.754753e-07	6.134533e-05
6.761498e-07	6.126983e-05
6.768249e-07	6.119102e-05
6.775007e-07	6.111672e-05
6.781773e-07	6.105140e-05
6.788544e-07	6.098530e-05
6.795323e-07	6.095049e-05
6.802108e-07	6.107669e-05
6.808901e-07	6.084380e-05
6.815700e-07	6.086424e-05
6.822505e-07	6.072271e-05
6.829318e-07	6.066553e-05
6.836137e-07	6.058114e-05
6.842963e-07	6.069095e-05
6.849796e-07	6.048982e-05
6.856636e-07	6.037018e-05
6.863483e-07	6.031998e-05
6.870336e-07	6.024349e-05
6.877196e-07	6.115852e-05
6.884063e-07	6.020017e-05
6.890937e-07	6.003777e-05
6.897818e-07	6.015997e-05
6.904706e-07	5.993943e-05
6.911601e-07	6.004309e-05
6.918502e-07	5.994258e-05
6.925410e-07	6.136520e-05
6.932326e-07	5.984772e-05
6.939248e-07	5.999884e-05
6.946177e-07	6.068479e-05
6.953113e-07	6.006279e-05
6.960056e-07	5.969021e-05
6.967006e-07	6.922474e-05
6.973963e-07	5.948335e-05
6.980926e-07	5.942861e-05
6.987897e-07	5.945659e-05
6.994875e-07	5.979531e-05
7.001859e-07	5.938182e-05
7.008851e-07	5.932976e-05
7.015850e-07	5.971233e-05
7.022855e-07	6.043298e-05
7.029868e-07	6.453133e-05
7.036887e-07	5.915605e-05
7.043914e-07	5.957226e-05
7.050948e-07	6.195457e-05
7.057988e-07	5.884311e-05
7.065036e-07	5.888841e-05
7.072091e-07	5.894864e-05
7.079152e-07	5.859707e-05
7.086221e-07	5.854767e-05
7.093297e-07	5.993253e-05
7.100380e-07	5.843694e-05
7.107470e-07	5.846895e-05
7.114567e-07	5.826734e-05
7.121671e-07	5.876676e-05
7.128782e-07	5.843114e-05
7.135901e-07	5.830571e-05
