Wavelength	Transit Depth
(meters)	(percent)
3.580468e-07	1.103760e-02
3.584044e-07	1.103413e-02
3.587622e-07	1.103066e-02
3.591205e-07	1.102720e-02
3.594791e-07	1.102373e-02
3.598380e-07	1.102027e-02
3.601973e-07	1.101681e-02
3.605570e-07	1.101336e-02
3.609170e-07	1.100988e-02
3.612774e-07	1.100642e-02
3.616382e-07	1.100296e-02
3.619993e-07	1.099950e-02
3.623608e-07	1.099604e-02
3.627226e-07	1.099258e-02
3.630848e-07	1.098912e-02
3.634473e-07	1.098567e-02
3.638103e-07	1.098221e-02
3.641735e-07	1.097876e-02
3.645372e-07	1.097530e-02
3.649012e-07	1.097185e-02
3.652655e-07	1.096839e-02
3.656303e-07	1.096494e-02
3.659954e-07	1.096149e-02
3.663608e-07	1.095804e-02
3.667267e-07	1.095458e-02
3.670928e-07	1.095114e-02
3.674594e-07	1.094768e-02
3.678263e-07	1.094424e-02
3.681936e-07	1.094079e-02
3.685613e-07	1.093734e-02
3.689293e-07	1.093389e-02
3.692977e-07	1.093045e-02
3.696664e-07	1.092700e-02
3.700356e-07	1.092355e-02
3.704051e-07	1.092011e-02
3.707749e-07	1.091667e-02
3.711452e-07	1.091322e-02
3.715158e-07	1.090978e-02
3.718867e-07	1.090634e-02
3.722581e-07	1.090290e-02
3.726298e-07	1.089945e-02
3.730019e-07	1.089602e-02
3.733743e-07	1.089258e-02
3.737472e-07	1.088914e-02
3.741204e-07	1.088570e-02
3.744939e-07	1.088226e-02
3.748679e-07	1.087883e-02
3.752422e-07	1.087539e-02
3.756169e-07	1.087195e-02
3.759920e-07	1.086851e-02
3.763674e-07	1.086508e-02
3.767432e-07	1.086165e-02
3.771194e-07	1.085823e-02
3.774960e-07	1.085478e-02
3.778729e-07	1.085135e-02
3.782502e-07	1.084792e-02
3.786279e-07	1.084448e-02
3.790060e-07	1.084105e-02
3.793845e-07	1.083762e-02
3.797633e-07	1.083420e-02
3.801425e-07	1.083077e-02
3.805221e-07	1.082734e-02
3.809020e-07	1.082391e-02
3.812824e-07	1.082049e-02
3.816631e-07	1.081707e-02
3.820442e-07	1.081364e-02
3.824257e-07	1.081021e-02
3.828076e-07	1.080679e-02
3.831898e-07	1.080336e-02
3.835724e-07	1.079994e-02
3.839555e-07	1.079652e-02
3.843389e-07	1.079310e-02
3.847226e-07	1.078968e-02
3.851068e-07	1.078626e-02
3.854913e-07	1.078284e-02
3.858763e-07	1.077942e-02
3.862616e-07	1.077601e-02
3.866473e-07	1.077259e-02
3.870333e-07	1.076918e-02
3.874198e-07	1.076576e-02
3.878067e-07	1.076235e-02
3.881939e-07	1.075894e-02
3.885815e-07	1.075554e-02
3.889695e-07	1.075212e-02
3.893579e-07	1.074871e-02
3.897467e-07	1.074530e-02
3.901359e-07	1.074189e-02
3.905255e-07	1.073849e-02
3.909154e-07	1.073509e-02
3.913058e-07	1.073168e-02
3.916965e-07	1.072828e-02
3.920876e-07	1.072488e-02
3.924791e-07	1.072149e-02
3.928711e-07	1.071810e-02
3.932633e-07	1.071470e-02
3.936560e-07	1.071132e-02
3.940491e-07	1.070794e-02
3.944426e-07	1.070455e-02
3.948365e-07	1.070117e-02
3.952307e-07	1.069782e-02
3.956254e-07	1.069445e-02
3.960204e-07	1.069109e-02
3.964159e-07	1.068771e-02
3.968117e-07	1.068436e-02
3.972079e-07	1.068104e-02
3.976045e-07	1.067771e-02
3.980016e-07	1.067441e-02
3.983990e-07	1.067113e-02
3.987968e-07	1.066787e-02
3.991950e-07	1.066465e-02
3.995936e-07	1.066148e-02
3.999926e-07	1.065837e-02
4.003920e-07	1.065537e-02
4.007919e-07	1.065248e-02
4.011921e-07	1.064980e-02
4.015927e-07	1.064746e-02
4.019937e-07	1.064566e-02
4.023951e-07	1.064488e-02
4.027969e-07	1.064619e-02
4.031991e-07	1.065256e-02
4.036017e-07	1.067552e-02
4.040047e-07	1.079753e-02
4.044081e-07	1.496244e-02
4.048119e-07	1.175094e-02
4.052162e-07	1.070735e-02
4.056208e-07	1.064374e-02
4.060258e-07	1.062402e-02
4.064312e-07	1.061363e-02
4.068371e-07	1.060656e-02
4.072433e-07	1.060105e-02
4.076500e-07	1.059630e-02
4.080570e-07	1.059199e-02
4.084645e-07	1.058795e-02
4.088723e-07	1.058409e-02
4.092806e-07	1.058034e-02
4.096893e-07	1.057667e-02
4.100984e-07	1.057306e-02
4.105079e-07	1.056952e-02
4.109178e-07	1.056597e-02
4.113281e-07	1.056252e-02
4.117388e-07	1.055898e-02
4.121500e-07	1.055563e-02
4.125615e-07	1.055208e-02
4.129735e-07	1.054861e-02
4.133859e-07	1.054517e-02
4.137986e-07	1.054176e-02
4.142118e-07	1.053832e-02
4.146254e-07	1.053502e-02
4.150395e-07	1.053149e-02
4.154539e-07	1.052813e-02
4.158687e-07	1.052472e-02
4.162840e-07	1.052126e-02
4.166997e-07	1.051788e-02
4.171158e-07	1.051447e-02
4.175323e-07	1.051108e-02
4.179492e-07	1.050768e-02
4.183665e-07	1.050430e-02
4.187843e-07	1.050093e-02
4.192024e-07	1.049753e-02
4.196210e-07	1.049415e-02
4.200400e-07	1.049075e-02
4.204595e-07	1.048737e-02
4.208793e-07	1.048404e-02
4.212996e-07	1.048061e-02
4.217203e-07	1.047735e-02
4.221414e-07	1.047393e-02
4.225629e-07	1.047047e-02
4.229848e-07	1.046776e-02
4.234072e-07	1.046378e-02
4.238300e-07	1.046047e-02
4.242532e-07	1.045705e-02
4.246768e-07	1.045360e-02
4.251009e-07	1.045023e-02
4.255254e-07	1.044690e-02
4.259503e-07	1.044349e-02
4.263756e-07	1.044014e-02
4.268013e-07	1.043675e-02
4.272275e-07	1.043339e-02
4.276541e-07	1.043003e-02
4.280812e-07	1.042667e-02
4.285086e-07	1.042329e-02
4.289365e-07	1.042000e-02
4.293648e-07	1.041658e-02
4.297935e-07	1.041322e-02
4.302227e-07	1.040984e-02
4.306523e-07	1.040648e-02
4.310823e-07	1.040312e-02
4.315128e-07	1.039976e-02
4.319436e-07	1.039640e-02
4.323750e-07	1.039305e-02
4.328067e-07	1.038969e-02
4.332389e-07	1.038638e-02
4.336715e-07	1.038297e-02
4.341045e-07	1.037962e-02
4.345380e-07	1.037629e-02
4.349719e-07	1.037298e-02
4.354062e-07	1.036956e-02
4.358410e-07	1.036623e-02
4.362762e-07	1.036286e-02
4.367118e-07	1.035952e-02
4.371479e-07	1.035635e-02
4.375844e-07	1.035281e-02
4.380214e-07	1.034946e-02
4.384587e-07	1.034613e-02
4.388966e-07	1.034276e-02
4.393348e-07	1.033943e-02
4.397735e-07	1.033614e-02
4.402126e-07	1.033276e-02
4.406522e-07	1.032946e-02
4.410922e-07	1.032609e-02
4.415327e-07	1.032278e-02
4.419735e-07	1.031942e-02
4.424149e-07	1.031607e-02
4.428566e-07	1.031295e-02
4.432988e-07	1.030941e-02
4.437415e-07	1.030603e-02
4.441846e-07	1.030270e-02
4.446281e-07	1.029935e-02
4.450721e-07	1.029602e-02
4.455165e-07	1.029267e-02
4.459614e-07	1.028948e-02
4.464067e-07	1.028598e-02
4.468525e-07	1.028264e-02
4.472987e-07	1.027937e-02
4.477453e-07	1.027598e-02
4.481924e-07	1.027264e-02
4.486399e-07	1.026937e-02
4.490879e-07	1.026602e-02
4.495363e-07	1.026265e-02
4.499852e-07	1.025935e-02
4.504345e-07	1.025601e-02
4.508843e-07	1.025268e-02
4.513345e-07	1.024935e-02
4.517852e-07	1.024606e-02
4.522363e-07	1.024270e-02
4.526879e-07	1.023940e-02
4.531399e-07	1.023606e-02
4.535924e-07	1.023273e-02
4.540453e-07	1.022945e-02
4.544987e-07	1.022610e-02
4.549526e-07	1.022281e-02
4.554068e-07	1.021946e-02
4.558616e-07	1.021635e-02
4.563168e-07	1.021282e-02
4.567724e-07	1.020950e-02
4.572285e-07	1.020621e-02
4.576851e-07	1.020288e-02
4.581421e-07	1.019960e-02
4.585996e-07	1.019627e-02
4.590575e-07	1.019297e-02
4.595159e-07	1.018975e-02
4.599747e-07	1.018634e-02
4.604340e-07	1.018308e-02
4.608938e-07	1.017973e-02
4.613540e-07	1.017638e-02
4.618147e-07	1.017308e-02
4.622758e-07	1.016977e-02
4.627374e-07	1.016647e-02
4.631995e-07	1.016325e-02
4.636620e-07	1.015985e-02
4.641250e-07	1.015657e-02
4.645885e-07	1.015332e-02
4.650524e-07	1.014996e-02
4.655167e-07	1.014690e-02
4.659816e-07	1.014336e-02
4.664469e-07	1.014007e-02
4.669126e-07	1.013691e-02
4.673789e-07	1.013352e-02
4.678456e-07	1.013058e-02
4.683127e-07	1.012691e-02
4.687803e-07	1.012464e-02
4.692484e-07	1.012034e-02
4.697170e-07	1.011717e-02
4.701860e-07	1.011385e-02
4.706555e-07	1.011052e-02
4.711255e-07	1.011296e-02
4.715959e-07	1.010392e-02
4.720668e-07	1.010060e-02
4.725382e-07	1.009748e-02
4.730101e-07	1.009406e-02
4.734824e-07	1.009076e-02
4.739552e-07	1.008791e-02
4.744284e-07	1.008423e-02
4.749022e-07	1.008099e-02
4.753764e-07	1.007782e-02
4.758511e-07	1.007445e-02
4.763262e-07	1.007119e-02
4.768018e-07	1.006783e-02
4.772779e-07	1.006467e-02
4.777545e-07	1.006134e-02
4.782316e-07	1.005808e-02
4.787091e-07	1.005477e-02
4.791871e-07	1.005163e-02
4.796656e-07	1.004842e-02
4.801446e-07	1.004507e-02
4.806240e-07	1.004181e-02
4.811039e-07	1.003856e-02
4.815843e-07	1.003525e-02
4.820652e-07	1.003226e-02
4.825466e-07	1.002877e-02
4.830284e-07	1.002577e-02
4.835107e-07	1.002235e-02
4.839935e-07	1.001945e-02
4.844768e-07	1.001771e-02
4.849606e-07	1.001332e-02
4.854448e-07	1.000988e-02
4.859296e-07	1.000712e-02
4.864148e-07	1.000303e-02
4.869005e-07	9.999769e-03
4.873867e-07	9.996450e-03
4.878734e-07	1.000428e-02
4.883605e-07	9.989716e-03
4.888482e-07	9.986884e-03
4.893363e-07	9.984920e-03
4.898249e-07	9.992629e-03
4.903140e-07	9.976833e-03
4.908036e-07	9.973889e-03
4.912937e-07	9.970430e-03
4.917843e-07	9.967105e-03
4.922754e-07	9.963831e-03
4.927669e-07	9.960609e-03
4.932590e-07	9.957342e-03
4.937515e-07	9.954210e-03
4.942445e-07	9.951578e-03
4.947380e-07	9.947719e-03
4.952321e-07	9.944533e-03
4.957266e-07	9.941445e-03
4.962216e-07	9.938117e-03
4.967171e-07	9.934946e-03
4.972131e-07	9.931830e-03
4.977095e-07	9.928459e-03
4.982065e-07	9.925251e-03
4.987040e-07	9.922055e-03
4.992020e-07	9.919513e-03
4.997004e-07	9.915670e-03
5.001994e-07	9.912474e-03
5.006989e-07	9.909450e-03
5.011988e-07	9.906079e-03
5.016993e-07	9.902911e-03
5.022003e-07	9.900054e-03
5.027017e-07	9.896648e-03
5.032037e-07	9.893973e-03
5.037062e-07	9.890513e-03
5.042091e-07	9.887134e-03
5.047126e-07	9.885094e-03
5.052166e-07	9.880693e-03
5.057211e-07	9.878001e-03
5.062261e-07	9.874557e-03
5.067315e-07	9.871551e-03
5.072375e-07	9.869247e-03
5.077440e-07	9.865046e-03
5.082510e-07	9.862842e-03
5.087585e-07	9.863431e-03
5.092665e-07	9.856000e-03
5.097751e-07	9.852583e-03
5.102841e-07	9.849532e-03
5.107936e-07	9.850179e-03
5.113037e-07	9.843129e-03
5.118142e-07	9.841616e-03
5.123253e-07	9.837409e-03
5.128369e-07	9.836596e-03
5.133490e-07	9.832976e-03
5.138616e-07	9.829449e-03
5.143747e-07	9.824825e-03
5.148883e-07	9.821094e-03
5.154024e-07	9.818480e-03
5.159171e-07	9.814995e-03
5.164322e-07	9.811927e-03
5.169479e-07	9.809052e-03
5.174641e-07	9.805811e-03
5.179808e-07	9.802780e-03
5.184980e-07	9.799577e-03
5.190158e-07	9.796579e-03
5.195340e-07	9.793613e-03
5.200528e-07	9.790473e-03
5.205721e-07	9.787520e-03
5.210919e-07	9.784491e-03
5.216122e-07	9.781760e-03
5.221331e-07	9.778433e-03
5.226545e-07	9.775533e-03
5.231763e-07	9.772595e-03
5.236988e-07	9.769483e-03
5.242217e-07	9.779594e-03
5.247451e-07	9.763865e-03
5.252691e-07	9.760649e-03
5.257936e-07	9.757910e-03
5.263187e-07	9.754793e-03
5.268442e-07	9.752025e-03
5.273703e-07	9.749179e-03
5.278969e-07	9.748336e-03
5.284240e-07	9.743178e-03
5.289516e-07	9.740299e-03
5.294798e-07	9.738619e-03
5.300085e-07	9.735351e-03
5.305378e-07	9.732762e-03
5.310675e-07	9.729416e-03
5.315978e-07	9.726406e-03
5.321286e-07	9.723629e-03
5.326600e-07	9.721130e-03
5.331919e-07	9.718389e-03
5.337243e-07	9.715531e-03
5.342572e-07	9.713898e-03
5.347907e-07	9.710271e-03
5.353247e-07	9.707696e-03
5.358592e-07	9.705295e-03
5.363943e-07	9.702869e-03
5.369299e-07	9.700323e-03
5.374661e-07	9.698060e-03
5.380028e-07	9.695728e-03
5.385400e-07	9.693290e-03
5.390777e-07	9.692680e-03
5.396160e-07	9.703985e-03
5.401548e-07	9.686935e-03
5.406942e-07	9.686019e-03
5.412341e-07	9.683568e-03
5.417745e-07	9.682699e-03
5.423155e-07	9.680038e-03
5.428571e-07	9.678306e-03
5.433991e-07	9.678660e-03
5.439417e-07	9.694168e-03
5.444849e-07	9.672667e-03
5.450286e-07	9.670270e-03
5.455728e-07	9.666343e-03
5.461176e-07	9.665086e-03
5.466629e-07	9.664706e-03
5.472087e-07	9.662041e-03
5.477552e-07	9.660485e-03
5.483021e-07	9.661901e-03
5.488496e-07	9.657380e-03
5.493977e-07	9.656610e-03
5.499462e-07	9.656848e-03
5.504954e-07	9.654912e-03
5.510451e-07	9.654109e-03
5.515953e-07	9.654910e-03
5.521461e-07	9.653465e-03
5.526974e-07	9.653575e-03
5.532493e-07	9.653794e-03
5.538018e-07	9.660980e-03
5.543548e-07	9.656055e-03
5.549083e-07	9.655355e-03
5.554624e-07	9.656928e-03
5.560171e-07	9.657633e-03
5.565723e-07	9.661924e-03
5.571280e-07	9.661116e-03
5.576843e-07	9.663570e-03
5.582412e-07	9.665497e-03
5.587986e-07	9.668542e-03
5.593566e-07	9.671846e-03
5.599151e-07	9.675730e-03
5.604742e-07	9.680896e-03
5.610339e-07	9.685623e-03
5.615941e-07	9.690478e-03
5.621549e-07	9.696324e-03
5.627162e-07	9.703069e-03
5.632781e-07	9.710241e-03
5.638406e-07	9.718285e-03
5.644036e-07	9.727621e-03
5.649671e-07	9.736983e-03
5.655313e-07	9.748995e-03
5.660960e-07	9.760360e-03
5.666613e-07	9.773107e-03
5.672271e-07	9.787601e-03
5.677935e-07	9.804281e-03
5.683605e-07	9.826341e-03
5.689280e-07	9.839705e-03
5.694961e-07	9.861070e-03
5.700647e-07	9.883287e-03
5.706340e-07	9.908176e-03
5.712038e-07	9.934732e-03
5.717741e-07	9.969386e-03
5.723451e-07	9.999885e-03
5.729166e-07	1.003201e-02
5.734887e-07	1.007115e-02
5.740613e-07	1.011350e-02
5.746345e-07	1.016034e-02
5.752083e-07	1.021111e-02
5.757827e-07	1.026598e-02
5.763576e-07	1.032526e-02
5.769332e-07	1.039066e-02
5.775092e-07	1.046136e-02
5.780859e-07	1.054628e-02
5.786631e-07	1.062177e-02
5.792410e-07	1.071328e-02
5.798194e-07	1.080909e-02
5.803983e-07	1.091385e-02
5.809779e-07	1.102396e-02
5.815580e-07	1.114623e-02
5.821387e-07	1.126648e-02
5.827200e-07	1.139811e-02
5.833019e-07	1.153647e-02
5.838843e-07	1.168316e-02
5.844673e-07	1.183959e-02
5.850510e-07	1.201024e-02
5.856351e-07	1.219943e-02
5.862199e-07	1.241295e-02
5.868053e-07	1.266418e-02
5.873912e-07	1.296447e-02
5.879778e-07	1.340912e-02
5.885649e-07	1.419587e-02
5.891526e-07	1.763826e-02
5.897409e-07	1.496269e-02
5.903298e-07	1.354711e-02
5.909192e-07	1.302903e-02
5.915093e-07	1.271038e-02
5.920999e-07	1.245456e-02
5.926912e-07	1.223425e-02
5.932830e-07	1.204335e-02
5.938754e-07	1.187117e-02
5.944684e-07	1.171298e-02
5.950620e-07	1.156621e-02
5.956562e-07	1.142598e-02
5.962510e-07	1.129349e-02
5.968464e-07	1.119636e-02
5.974423e-07	1.104713e-02
5.980389e-07	1.093111e-02
5.986361e-07	1.082427e-02
5.992338e-07	1.072525e-02
5.998322e-07	1.062683e-02
6.004311e-07	1.062028e-02
6.010307e-07	1.045409e-02
6.016308e-07	1.037524e-02
6.022316e-07	1.030461e-02
6.028329e-07	1.023544e-02
6.034349e-07	1.017314e-02
6.040374e-07	1.012020e-02
6.046406e-07	1.007277e-02
6.052444e-07	1.001169e-02
6.058487e-07	9.969095e-03
6.064537e-07	9.922176e-03
6.070592e-07	9.881387e-03
6.076654e-07	9.844202e-03
6.082722e-07	9.809590e-03
6.088796e-07	9.777057e-03
6.094876e-07	9.746015e-03
6.100962e-07	9.717994e-03
6.107054e-07	9.692381e-03
6.113152e-07	9.666684e-03
6.119256e-07	9.643639e-03
6.125366e-07	9.623644e-03
6.131483e-07	9.602903e-03
6.137605e-07	9.587735e-03
6.143734e-07	9.568240e-03
6.149869e-07	9.550973e-03
6.156009e-07	9.535282e-03
6.162156e-07	9.520904e-03
6.168310e-07	9.507813e-03
6.174469e-07	9.495086e-03
6.180634e-07	9.485543e-03
6.186806e-07	9.474791e-03
6.192984e-07	9.475855e-03
6.199168e-07	9.455791e-03
6.205358e-07	9.443107e-03
6.211554e-07	9.433027e-03
6.217756e-07	9.417250e-03
6.223965e-07	9.407337e-03
6.230180e-07	9.401932e-03
6.236401e-07	9.389736e-03
6.242628e-07	9.375719e-03
6.248862e-07	9.367828e-03
6.255101e-07	9.358735e-03
6.261347e-07	9.351959e-03
6.267600e-07	9.345040e-03
6.273858e-07	9.339568e-03
6.280123e-07	9.331574e-03
6.286394e-07	9.325208e-03
6.292671e-07	9.317969e-03
6.298954e-07	9.316978e-03
6.305244e-07	9.306158e-03
6.311540e-07	9.299566e-03
6.317842e-07	9.301861e-03
6.324151e-07	9.308517e-03
6.330466e-07	9.377025e-03
6.336787e-07	9.282200e-03
6.343115e-07	9.275612e-03
6.349448e-07	9.270446e-03
6.355789e-07	9.265590e-03
6.362135e-07	9.262957e-03
6.368488e-07	9.261490e-03
6.374847e-07	9.259482e-03
6.381213e-07	9.251469e-03
6.387584e-07	9.259266e-03
6.393963e-07	9.241460e-03
6.400347e-07	9.246322e-03
6.406738e-07	9.238941e-03
6.413136e-07	9.258081e-03
6.419539e-07	9.230847e-03
6.425950e-07	9.223125e-03
6.432366e-07	9.226571e-03
6.438789e-07	9.219109e-03
6.445218e-07	9.224866e-03
6.451654e-07	9.212774e-03
6.458096e-07	9.205475e-03
6.464545e-07	9.203945e-03
6.471000e-07	9.205907e-03
6.477462e-07	9.211901e-03
6.483930e-07	9.194374e-03
6.490404e-07	9.189527e-03
6.496885e-07	9.191125e-03
6.503372e-07	9.192652e-03
6.509866e-07	9.181490e-03
6.516367e-07	9.187819e-03
6.522873e-07	9.176675e-03
6.529387e-07	9.205194e-03
6.535907e-07	9.188624e-03
6.542433e-07	9.171613e-03
6.548966e-07	9.166371e-03
6.555505e-07	9.165659e-03
6.562051e-07	9.170319e-03
6.568604e-07	9.164913e-03
6.575163e-07	9.173361e-03
6.581728e-07	9.153128e-03
6.588300e-07	9.914294e-03
6.594879e-07	9.357535e-03
6.601464e-07	9.153828e-03
6.608056e-07	9.140561e-03
6.614654e-07	9.141704e-03
6.621259e-07	9.138249e-03
6.627871e-07	9.656973e-03
6.634489e-07	9.224956e-03
6.641114e-07	9.130904e-03
6.647745e-07	9.132808e-03
6.654383e-07	9.128131e-03
6.661028e-07	9.123622e-03
6.667679e-07	9.135486e-03
6.674337e-07	9.160186e-03
6.681002e-07	9.118784e-03
6.687673e-07	9.115200e-03
6.694351e-07	9.110521e-03
6.701035e-07	9.110995e-03
6.707727e-07	9.105311e-03
6.714424e-07	9.102216e-03
6.721129e-07	9.099476e-03
6.727840e-07	9.097376e-03
6.734558e-07	9.095186e-03
6.741283e-07	9.095675e-03
6.748015e-07	9.093270e-03
6.754753e-07	9.088968e-03
6.761498e-07	9.084352e-03
6.768249e-07	9.083622e-03
6.775007e-07	9.079965e-03
6.781773e-07	9.077665e-03
6.788544e-07	9.075918e-03
6.795323e-07	9.075130e-03
6.802108e-07	9.077315e-03
6.808901e-07	9.071123e-03
6.815700e-07	9.071462e-03
6.822505e-07	9.068619e-03
6.829318e-07	9.065116e-03
6.836137e-07	9.062702e-03
6.842963e-07	9.069059e-03
6.849796e-07	9.059867e-03
6.856636e-07	9.056129e-03
6.863483e-07	9.054574e-03
6.870336e-07	9.051937e-03
6.877196e-07	9.179730e-03
6.884063e-07	9.053006e-03
6.890937e-07	9.046338e-03
6.897818e-07	9.049855e-03
6.904706e-07	9.044751e-03
6.911601e-07	9.053848e-03
6.918502e-07	9.047395e-03
6.925410e-07	9.109106e-03
6.932326e-07	9.042459e-03
6.939248e-07	9.042939e-03
6.946177e-07	9.094306e-03
6.953113e-07	9.044382e-03
6.960056e-07	9.038642e-03
6.967006e-07	9.228580e-03
6.973963e-07	9.038798e-03
6.980926e-07	9.032131e-03
6.987897e-07	9.030176e-03
6.994875e-07	9.033461e-03
7.001859e-07	9.031267e-03
7.008851e-07	9.026608e-03
7.015850e-07	9.036129e-03
7.022855e-07	9.063478e-03
7.029868e-07	9.147594e-03
7.036887e-07	9.027465e-03
7.043914e-07	9.055819e-03
7.050948e-07	9.123734e-03
7.057988e-07	9.016283e-03
7.065036e-07	9.017519e-03
7.072091e-07	9.054274e-03
7.079152e-07	9.011150e-03
7.086221e-07	9.014527e-03
7.093297e-07	9.064019e-03
7.100380e-07	9.012643e-03
7.107470e-07	9.016228e-03
7.114567e-07	9.006892e-03
7.121671e-07	9.045880e-03
7.128782e-07	9.016161e-03
7.135901e-07	9.014925e-03
